ID,Category,Question,,
3787,Equity/Ownership,can't do 30% whynot because my accountant has advised menot to go any further than 25 and mystop place was20,,
3788,Equity/Ownership,can i ask why it's just advice that i've had yeah but you're i it's you're if you think about it yourself,,
3789,Equity/Ownership,do you not think that it could for the sake of 5% what could happen hereyou could have so muchmore,,
3791,Equity/Ownership,why wouldn't i take a piece of existing business,,
3792,Equity/Ownership,what about 50of your share,,
3797,Equity/Ownership,do you own the business 100%?,,
3798,Equity/Ownership,what percentage are you looking for for how we're looking about three hundred thousand yeah 451 51 great thank you,,
3799,Equity/Ownership,do i match deborah's 30 percentor do i justsay you've got two dragons alreadywhat would you like me to do,,
3800,Equity/Ownership,i will match deborah's30 percent,,
3801,Equity/Ownership,are there other ways that you canhelp us in terms of a strategicpartnership in exchange for maybe 15 fortheir 200k,,
3802,Equity/Ownership,how do i investa hundred and fifty thousand when yourdad owns 85 percent of it,,
3803,Equity/Ownership,would either of you potentially be able to go slightly over at all on those equity levels,,
3804,Equity/Ownership,did you want to say how much you're looking to raise and the percentage you want to give away?,,
3806,Equity/Ownership,would you do 30,,
3807,Equity/Ownership,how much of this 80 000 would you be 30 30 yeah,,
3808,Equity/Ownership,would you be prepared to move to something like half the company for a hundred grand the biggest reason that uh you should still believe in the value no no i just i don't want to be convinced i just want your answer of whether you're whether you would negotiate right up to around about fifty percent on oni can go up to fifty percent now?,,
3810,Equity/Ownership,do you have a counter offer just to prod and poke you into a negotiation here can we so no no that that um you're not even going to counter with some percentage mate you're just going to say no i think you know let's just not talk at all is that where you're at yeah so 5% it 5% or nothing i'm going home absolutely,,
3812,Equity/Ownership,"375,000 bucks for 15% correct?",,
3814,Equity/Ownership,what's your percentage split between the two of you in the business?,,
3815,Equity/Ownership,do you own any shares in this 20%?,,
3821,Equity/Ownership,so i'm gonna offer you all the money but i want 30 percentbecause i feel like it had a lot of value very quickly to this through my contacts?,,
3823,Equity/Ownership,give us the company's shareholding,,
3824,Equity/Ownership,if we went in together would you consider20%,,
3825,Equity/Ownership,would you consider coming down to 20.,,
3827,Equity/Ownership,would you do it at 30.,,
3828,Equity/Ownership,"i'm proposing to invest $75,000 in exchange for 40% equity in your business.",,
3831,Equity/Ownership,do you now yeah i do so this is what i see a really great guy who's pretty straight up and i know i could work with you thank you thanks nate i live in the online world but i do understand brands and i understand creating brands i understand innovation and i believe in great australian innovations o the offer that i'm going to put to you is nothing like what you've asked for okay i offer you a hundred thousand dollars for 15 of your business and a two hundred and eighty thousand dollar loan because you're going to need the cash thank you very much for the offer yeah i'll leave that with you thanks,,
3832,Equity/Ownership,the decision is a hard one do i need i want it yes please so i said yes a hundred thousand dollars for 15 yes and a 280 000 loan so you get the cash that you need right now uh-huh i've offered 380 000 yes i still think it's a good deal right for 35 equity which will be there yes until someone else injects more equity that percentage won't change i will get a five percent royalty up until the point that three and eighty thousand dollars is all repaid,,
3833,Equity/Ownership,what is the difference between their two offers the biggest difference between their two offers he gets his equity for free i'm paying for it so you're paying for it the difference yeah i'm paying for 15 percent yeah at 100000 which is a real kind of realistic valuation given the your forward orders saying 35. on your numbers that should take me about two two and three quarter years if your numbers are correct to get that paid back sure thanks very much for the offer steve um thanks very much for the offer naomi i guess i'm going to i am actually going to take one of you and accept the offer but steve just at 35 it's just too far up there i would rather partner with naomi build the business build the brand use your pr expertise in your marketing great advocate and at the end of the day you know if you're offering that money and then pay that back that's a wonderful thing for us so i would love to take your offer,,
3836,Equity/Ownership,is there anything that you would be able to shift on in terms of your percentage what would you propose,,
3837,Equity/Ownership,would you consider 20,,
3839,Equity/Ownership,would you two guys consider 35 percent?,,
3840,Equity/Ownership,seen as all of the work that we've put into the business to start with so would you consider 30 percent,,
3843,Equity/Ownership,would you take it if he offered you equity?,,
3846,Equity/Ownership,would is thatdeal would you consider 25%?,,
3847,Equity/Ownership,so you've asked for forty percent from,,
3849,Equity/Ownership,if we have a kickstarter project that does reach above 200 000 pounds would you be willing to go down to 20,,
3850,Equity/Ownership,my wife has 50% i have50% how about just a little slideadjustment and go 33each,,
3851,Equity/Ownership,so could you tell me the offer again,,
3852,Equity/Ownership,you own a hundred percent between you now,,
3853,Equity/Ownership,so you're offering 20 of the whole company correct,,
3854,Equity/Ownership,so are theinvestors providing debt or they arethey getting equity in return what is soinstrument with the 20 of the businessfor 80 000?,,
3855,Equity/Ownership,so steve what i would accept would be a 2 million um 100take outif anyone can take this business it's stevei really believe thatand he might even give me a jobthat's discussionmaybe um no i'm not gonna negotiate against myself you should have kept one of these four in the gameso if you're at twowe're probably not going to meetis that where we're at,,
3857,Equity/Ownership,would you have any wiggle room onpercentages them kind of the top myself michael friend we're looking at was 25%?,,
3860,Equity/Ownership,would you talk to us for20 percent,,
3861,Equity/Ownership,"would you be interested in 50% for 500,000 with the three of you negotiating",,
3862,Equity/Ownership,how negotiable isthat,,
3863,Equity/Ownership,would you accept 200 000 pounds for 25,,
3864,Equity/Ownership,what is the shareholding of your company right now?,,
3866,Equity/Ownership,what are the investors getting for that what's what are they buying into getting us yeah and you're getting apart of the 15% share of the existing business and the cash flow,,
3867,Equity/Ownership,would you and obviously that's a large jump from from our initial conversation but saying that i think what what about if we we went into it together side by side and we would have a completely even split 50% we would still learn from you and be open to what you say so i don't think there would be an issue with if you think one thing that we would want to go the opposite way but i think we'd probably can consider and be quite happy with a 50% 50/50 share you congratulations by wrecking that hundred stores maybe a bit of an under estimate perfect partner that's that's a great deal you've done right do we get free iron training bullets just where maybe a friends,,
3871,Equity/Ownership,just let's forget the negotiation you just tell us your best and we'll say yes or no,,
3873,Equity/Ownership,"so you came here looking for 300,000 for25% you're going to sell 40% with hisoffer he's going to lend you $200,000which the business has to pay back whatare youthinking",,
3875,Equity/Ownership,why are you only giving us five percent and why did you ask for five hundred thousand dollars?,,
3877,Equity/Ownership,i want to understand a little bit more about your partner you mentioned you brought apartner in for 5% and more importantly what triggers the 40%,,
3878,Equity/Ownership,what percentage do you have now?,,
3879,Equity/Ownership,so at what point do we dilute you past the point you no longer care about that's this rhetorical question i don't expect an answer for it sorry okay all right i'm jumping out?,,
3880,Equity/Ownership,one and a quarter million for how much?,,
3881,Equity/Ownership,"i'm really feeling that you're going to be requiring more than the 40,000 in terms of you're going to be looking for me language is anger the value that i gotta look for 50% of the business and i'm going to give you the full 40 tests do you want you ever think about that",,
3884,Equity/Ownership,so how much do you want at what percent,,
3885,Equity/Ownership,what's the deal going to look like do you think?,,
3886,Equity/Ownership,so that was a hundred and seventy thousand for twenty percent of your company that's correct,,
3887,Equity/Ownership,i've got a difficult question for you you only own 60 of the company yes if i made you an offer of more than 20 your partner and you will both have to dilute sure do you have to discuss that with him no we've alreadymade this we've discussed this so you and your partner are both prepared to dilute yeah definitely,,
3888,Equity/Ownership,i'm going to make you an offer umi'm going to meet you somewhere in themiddle on you and your business partnerso 170k for forty percentoffering yeah um i think that's a fairriskconsidering that you've gotvery little traction in the market yetbut you hopefully there's enoughtraction for me toinvest in more than just hope,,
3889,Equity/Ownership,just quickly brett you do realize thatif glenn takes four percent with abigger shower in the company and theproblem is right stevei'd hate to see a bottom feeding dealget done,,
3890,Equity/Ownership,how much did you come in asking for,,
3892,Equity/Ownership,what do we get for the 800 000?,,
3899,Equity/Ownership,what percentage do you have now,,
3900,Equity/Ownership,you said you'd sell 50 for 375 000 will you do the deal?,,
3902,Equity/Ownership,how much do you own?,,
3906,Equity/Ownership,how much do you guys own rightnow,,
3907,Equity/Ownership,what would you say that dollar is for you and the equity,,
3908,Equity/Ownership,you come in and ask for 40 for 40 no no 40 for 10 or 10. i thought it was 40 you're asking,,
3911,Equity/Ownership,"350,000 for 20% that's correct that's only of the retail company not of the existing business yes",,
3912,Equity/Ownership,"you're looking for $50,000 for 20% of your company correct",,
3915,Equity/Ownership,how flexible is your offer would you would you consider dropping to 30?,,
3916,Equity/Ownership,you tell me what you would want from mein exchange for much more than two and ahalf percent,,
3918,Equity/Ownership,what is the shareholdingsplit?,,
3919,Equity/Ownership,so what percentage did you say you would do a dealer i suppose it we understand that there has to be a bit of wiggle room and and we did come in looking to give away 10% but we would be willing to give away more if like we got a dragon on board it's it's worth it's worth more to us,,
3920,Equity/Ownership,how's the company share structure now,,
3921,Equity/Ownership,why don't we offer well a million dollars there's not enough in there there's not enough in there no but a million dollars for 50 percent,,
3923,Equity/Ownership,who owns what?,,
3924,Equity/Ownership,would you be willing to negotiate on the percentage?,,
3927,Equity/Ownership,you're asking for ten percent for two hundred thousand dollars right,,
3928,Equity/Ownership,what would that be a 15,,
3930,Equity/Ownership,would you consider coming down in yours at all 20 20% 200?,,
3932,Equity/Ownership,so would you consider 30%,,
3934,Equity/Ownership,can you doany better?,,
3935,Equity/Ownership,so would any of you be willing to doanything for 20?,,
3939,Equity/Ownership,you're looking for an investment of a hundred thousand dollars for 10 valuing your business in a million dollars,,
3940,Equity/Ownership,could you tell me the offer again,,
3941,Equity/Ownership,you own 100 between you now,,
3942,Equity/Ownership,so you're offering 20 of the whole company,,
3943,Equity/Ownership,you're looking for fifty thousanddollars for twenty percent of yourcompany yes correct,,
3944,Equity/Ownership,what do they want in in return,,
3947,Equity/Ownership,for the equity that you're looking for is there any chance that manjit or arlene could go together?,,
3948,Equity/Ownership,would you be willing to get on board both of you and split that would be our preferred combination i know i need to do here and i'd rather not share okay that makes it difficult for us can we think about it,,
3949,Equity/Ownership,whether you would like to match his terms my job is to grow value in your business and it feels a bit odd to say i'm going to go 100 miles an hour but i'm going to actually lose equity it feels counter-intuitive would i,,
3951,Equity/Ownership,who owns the business just the two of you,,
3952,Equity/Ownership,so what's a share split,,
3954,Equity/Ownership,so clarify that's 2.5 million dollars for 50% from the business?,,
3955,Equity/Ownership,if you got your money back you'd be willing to drop down to 5%,,
3957,Equity/Ownership,i'll make you an offer the offer is twenty thousand dollars for ten percent which is what you've asked for in addition to that a fifty thousand dollar loan and a royalty which is twenty dollars per board back to myself for the first thousand boards?,,
3958,Equity/Ownership,i'd like another 25 i'm happy to split the loan with him uh and go 40 40. but that would mean collectively we would own half the business?,,
3961,Equity/Ownership,i think we're both worth 40 percent and on that basis plus the loans you've got access to eighty thousand dollars minimum definitely bother me too much if you don't want to do the lane i'm happy with that?,,
3962,Equity/Ownership,would you two guys can fit a 35 percent your counter offer is 35 for 40 000 yeah for the two of us yeah is that are you you're going to accept that offer?,,
3964,Equity/Ownership,30 percent seems a lot to me i don't know whether we could get that done,,
3966,Equity/Ownership,how much are you prepared to sell would you sell more than 20 percent,,
3967,Equity/Ownership,can we spit the difference and steve and janine are asking for 25 one quarter of your business for 180.,,
3968,Equity/Ownership,would you consider notdoing the 20 per board,,
3969,Equity/Ownership,would you two guys consider 35,,
3971,Equity/Ownership,i don't know if you can sell me 50% of the company who owns it?,,
3973,Equity/Ownership,do you expect us to be really interested for 1.7%,,
3974,Equity/Ownership,what kind of percentage do you have,,
3977,Equity/Ownership,i just want to do a reality check here you're about to think about an investment that's coming to your business that will dilute you you'll go from being a 51 shareholder to quite a lot less than that they'll both be just around 30 30 each and the new shareholder will be 40 percent how do you feel about that,,
3978,Equity/Ownership,and what's the ownership m are you 100%,,
3979,Equity/Ownership,what i'm going tooffer youistwenty thousand dollarsfor fifteen percent of your business?,,
3980,Equity/Ownership,so adam's got to decide whether hethinks he needs to sell that extra 25equity for that extra capital?,,
3981,Equity/Ownership,i can't really give up 50 percentfor that type of money would you beinterested in doing 15 each?,,
3982,Equity/Ownership,so have you guys been together whatpercentage would you want i said 15and you said 10 so that makes 25 percentcombined plus the 50k loan 50 000 loanand 20 royalty for the first thousandboards so do you understand that offerthere mate yeah excellent and we've gothere with janine and with andrew puttingin forty thousand dollars for fiftypercentandif you want to i'll still go alone attwenty-five percent oh and end alone ina lone wolf andrew banks?,,
3983,Equity/Ownership,so you would preferto doa 30deal with the two of us and a 25 dealwith just andrewyes right?,,
3984,Equity/Ownership,would you two guys consider 35your calendar offer is 35for 40 000yeah for the two of us yeah is that areyou going to accept that offer?,,
3985,Equity/Ownership,confirming 300 000 for 25?,,
3986,Equity/Ownership,is the 10 negotiable,,
3992,Equity/Ownership,two three years down the line wheneverit may be would there be an opportunityto buy back some of thepercentage?,,
4015,Equity/Ownership,what type of offer would you get,,
4016,Equity/Ownership,what would your offer be,,
4019,Equity/Ownership,"o k, after consideration, would you consider 14%?",,
4026,Equity/Ownership,what offer would you like from me that would make you happy,,
4027,Equity/Ownership,in your ideal world you'd walked out here with two dragonsif the the least we can give away is say20 25 then i think we want two dragonsfor that,,
4028,Equity/Ownership,move at all on your offers then it'stricky,,
4070,Equity/Ownership,would you go 200 000 for 30?,,
4072,Equity/Ownership,"$250,000 for basicallya third of your company- is what you're asking for, - right?",,
4077,Equity/Ownership,which is how much?,,
4093,Equity/Ownership,you're not even going to counter with some percentagemate you're just going to say no i think you know let's just not talk at all is that where you're at yeah so 5% is it 5% or nothing i'm going homeabsolutely,,
4097,Equity/Ownership,"i'll give you the $300,000for 25%.",,
4099,Equity/Ownership,i'd like to counter to each of you at 10%.,,
4112,Equity/Ownership,you're rebecca you're the major shareholder,,
4135,Equity/Ownership,would you consider 33 percent?,,
4163,Equity/Ownership,how is the sharestructured as of today?,,
4164,Equity/Ownership,t is there any way you'll drop even to12 and a half%,,
4169,Equity/Ownership,so the loan will be repaid and then the person lending you the money will be left with forty five percent of your company that's correct,,
4170,Equity/Ownership,would you be willing to do 125 000 for 10 percent,,
4171,Equity/Ownership,would you be willing to go up to a hundred fifty thousand dollars for 15,,
4172,Equity/Ownership,would you be willing to do 125 000 for 12 and a half percent and then two and a half in advisory shares,,
4173,Equity/Ownership,is there a percentage that you would feel like you had skin in the game and could be a partner for me in this,,
4174,Equity/Ownership,would you scale an investment with that at 1.5 million for 15. because it's still the same math right it's linear at that point,,
4178,Equity/Ownership,what percentage are you looking for for how much,,
4180,Equity/Ownership,"i'm going to make you an offer o $75,000 which is what your request is for 35% in other words i'm trying to undercut this bugger cuz i think i'd be a better partner thank you nme okay you ready yet no not yet okay",,
4188,Equity/Ownership,how do you react to a hundred and twenty thousand for forty percent,,
4190,Equity/Ownership,are you interested in that deal if we were pre-revenue i would consider 25% but because we have sales it would be unwise of me to entertain 25%,,
4192,Equity/Ownership,you spoke about co-founders what is the shareholder,,
4195,Equity/Ownership,"you're looking for 140,000 for 20%right?",,
4196,Equity/Ownership,talk to you about the current shareholding off of your of your company,,
4198,Equity/Ownership,what's the maximum percentage you'd give you must have had that figure in your mind as well,,
4201,Equity/Ownership,you're coming here for not only our money but our strategic assistance butthey're only offering u s 10 why wouldyou offer us so little,,
4202,Equity/Ownership,what percentage which round was that,,
4203,Equity/Ownership,"a dv for the valuation, you got a $2.1 million valuation 2.3 2.3 sorry yeah that's right what are the investors getting for that what's what are they buying into you're getting us yeah and you're getting part of the 15% share of the existing business and the cashflow",,
4208,Equity/Ownership,can you get the percentage lower,,
4209,Equity/Ownership,see if you could do 20 for the 2.5,,
4210,Equity/Ownership,how about 22 and a half,,
4211,Equity/Ownership,and they had twenty thousand twenty percent of the company for that yeah,,
4212,Equity/Ownership,"i wanted you to come back to me to give me your absolute maximumshareholding you would give away in yourcompany so we don't have to get into atactical sort of bit of dogfight withregards to share what is the maximumyou'll be willing to give away fromreceiving 125,000 pounds",,
4214,Equity/Ownership,like what about 25,,
4218,Equity/Ownership,do you want to take the 30 000 and give up one-third of your company you got to make a decision yes or no,,
4219,Equity/Ownership,what do you do sorry grant look i'm a i'm a master of finance but an agricultural scientist do you own a percentage of the equity in this yeah i took five five percent and i've got an option to purchase five when i get it up and growing what about you are you ninety-five percent?,,
4222,Equity/Ownership,would you be willing to do one hundredthousand dollars for thirty percent anda 50 000 line of credit for me to beable to work through inventory andreplenish that as i can,,
4224,Equity/Ownership,have you a counter offer for him that's how business works you know there's a counter offer any counter offer that i could make is just too far for glenn uh to to jump you came in for eight percent it's a long way off 40 but i mean what would your counter offer be if you made one?,,
4225,Equity/Ownership,what i want to know is does anybody else have equity?,,
4226,Equity/Ownership,so they are investing um 250000 pounds forum what percentage,,
4227,Equity/Ownership,the nursery products and who owns that,,
4228,Equity/Ownership,and who owns this company,,
4230,Equity/Ownership,would there be any room in there to decrease the equity percentage?,,
4231,Equity/Ownership,what's the split in the businessequity,,
4233,Equity/Ownership,i'm delighted with the offer do you have on the table i'm just wondering was there any way of negotiation in terms of the percentage but i think we will need more cash injection in the little while man perhaps and is there any way you'd move maybe to a fifteen percent each and move it down to 30 percent,,
4234,Equity/Ownership,what are you looking for in terms of money and equity,,
4236,Equity/Ownership,so we were wondering if there is something that can be done this would actually make you also the largest shareholder yeah well wouldn't it and it'd be the first time that we've actually broken where we don't have equal shares from the business so it is a big step for us to let something like this go,,
4237,Equity/Ownership,so just confirming that's 178000 for eight percent?,,
4238,Equity/Ownership,so how many shareholders have you got please,,
4239,Equity/Ownership,you're 100?,,
4241,Equity/Ownership,would you do 100 k for10%?,,
4244,Equity/Ownership,how much equity you giving away for the hundred fifty thousand pounds?,,
4245,Equity/Ownership,are you two the sole owners?,,
4246,Equity/Ownership,are you offering 20%of each of your companies so that'sthat's 20% split up so 5% evolvedthrough training 15% evolutionserrations how does that word you meanabsolute work 5% every vote you actuallygive me five percent of one companyfifteen over the other you're not giveme twenty percent are you,,
4247,Equity/Ownership,would there be any negotiation on your part,,
4248,Equity/Ownership,how much of them is your business,,
4250,Equity/Ownership,you asked for 70 000 for what was the percentage you,,
4251,Equity/Ownership,so they're out and i'm in and you want me to come back at 20% is that the is that the bottom line?,,
4252,Equity/Ownership,how about 22 and a2?,,
4253,Equity/Ownership,how do you get if i sell it for a million you only get 200 000.because 120 of the company sell it for a million you get eighty percent eight hundred thousand i get twenty percent two hundred thousandcome on,,
4254,Equity/Ownership,invest seventy five thousand pound i get 40 percent of the company if you meet those targets of eighty ninety five 130 net profit i dropped the therapist an equity that's the deal,,
4255,Equity/Ownership,how much equity did he get,,
4256,Equity/Ownership,will you will you take will you do20% out,,
4257,Equity/Ownership,who owns it well i have a i have a 22investors that have been through,,
4259,Equity/Ownership,do you own the company 100,,
4260,Equity/Ownership,what's the maximum percent that you are willing to give in return for that hundred and thirty thousand,,
4261,Equity/Ownership,how far are you prepared to move,,
4262,Equity/Ownership,how would um something like that amount for 30 percent of the when 10 percent is on a kickback clause if we hit the figures after in three years the figures that i've given you today that that comes back so i would only own twenty percent only own twenty percent then but it would be very lucrative twenty percent because we'd have made our earnings and would have made your your money back in a three-year period,,
4265,Equity/Ownership,would you guysconsider 700 between you guys for 30%,,
4266,Equity/Ownership,would we move a percentage point ortwo sure to33,,
4267,Equity/Ownership,"what are you going to do would you consider a counter offer of 200,000 for20%straight with no repayment?",,
4268,Equity/Ownership,how much more have you taken inand how much of the company do you ownright now,,
4270,Equity/Ownership,how do you react to a hundred and twenty thousand for forty percent forty five percent,,
4271,Equity/Ownership,what you should do okay pitch back your best attempt because 25 points aren't going to get it yeah so let's just let's forget the negotiation you just tell us your best and we'll say yes or no you teach us your best,,
4272,Equity/Ownership,are you ready to give somebody 50% for that,,
4273,Equity/Ownership,"would you be willing to do $300,000 for 10% and 4% visor shares?",,
4275,Equity/Ownership,so you're asking an investor me to give you some money today negotiate a deal with the other investors to keep you interested yeah and they're not here so the existing investors have have given me a kind of uh some bandwidth in terms of you know negotiating it's okay if i said to you i'll give you 50 000 pounds i want 30 of the company but it's all coming off for existing investors so you stay where you are will they agree to that,,
4277,Equity/Ownership,what i am concerned about is the fivepercentyour expectations for five percent arejust way too highand you've asked for a lot of money yesyes thanks naomii don't know where you're getting youradvice or guidance nowhereexactly and that's frankly how it comesacrossnow you can fix that,,
4278,Equity/Ownership,"that's 35,000 for 12% of your company correct",,
4279,Equity/Ownership,"250,000 15%correct",,
4280,Equity/Ownership,is 12 of the businessworth the expertise?,,
4281,Equity/Ownership,so what what do you own mate,,
4282,Equity/Ownership,so joel what's on offer from janine here is a hundred and fifty thousand dollars cash for seventeen 17 equity and then a 200 000 loan,,
4283,Equity/Ownership,before you decide in terms you have any more questions for me would you consider reducing to 20% if i pay about your investments in the first two years,,
4284,Equity/Ownership,you're doing everything aloneand you own it 100%,,
4287,Equity/Ownership,so out so outyou want the money for us not to investin in the course actual property of theis that the case and the i p isn't aseparate companyjust explain that why would you excludethe i p from the deal if you're lookingfor a partnership,,
4288,Equity/Ownership,"you're asking for 250,000 pounds yeah sotell me what percentage of equity wouldyou give away today for a million poundsinvestment it would absolutely solve thebusiness plan issue for the next fiveyears can we have a few words you have afew words yeah it's an unprecedentedmove denne rule state entrepreneurscan't walk away with less money thanthey've asked for but they can negotiatefor more will the duo now be prepared togive away a high enough equity stake tosecure a 1 million pound investment?",,
4290,Equity/Ownership,you said you have over $2 million left and you're not going to run out of cash and you're offering us 5% what would you like us to do for that?,,
4293,Equity/Ownership,what shares do you own in the comfy,,
4294,Equity/Ownership,so it's 375 000 bucks for 15 percent?,,
4295,Equity/Ownership,thecounter me what do you want for 51percent,,
4297,Equity/Ownership,but how much what's the percentage,,
4298,Equity/Ownership,so clarify that's 2.5 million dollars for 50 of the business?,,
4299,Equity/Ownership,why are you only giving us five percent andwhy did you ask for five hundredthousand dollars?,,
4300,Equity/Ownership,you come in and ask for 40 for 40%,,
4301,Equity/Ownership,just want to know would you be willingto go half way keep it at 85 and lock itin at 40 just didn't want to give toomuch of about equity away,,
4302,Equity/Ownership,do you own 100% ofthe business,,
4303,Equity/Ownership,what i want 33% of the company i'll give you $1 million say yes or noand then it's done,,
4304,Equity/Ownership,what's your counter for25%,,
4305,Equity/Ownership,what's the maximum that you're willing to do for someone that's going to really rooll up their sleeves and help you,,
4307,Equity/Ownership,how about this how about we do amillion dollar for 10% it's split 50/50but we'll also throw in 2% advisorequity and a board seat 2% each u 2% each we can do 2% each so we wouldgo 500 500 7% 7% right five five and two,,
4308,Equity/Ownership,is there a level that you would come down to?,,
4311,Equity/Ownership,are you okay with that,,
4314,Equity/Ownership,200 000 for one third of my business absolutely no so it's 200k 50 and we'll throw in a 75000 salary for you?,,
4316,Equity/Ownership,do you have a counter offer just a prod and poke you into a negotiation here can we start no no that that um so you're not even gonna counter with some percentage mate,,
4317,Equity/Ownership,what about an offer of 50% of yourcompany,,
4319,Equity/Ownership,would you drop if your investment wasrepaid first would you drop to 10%,,
4320,Equity/Ownership,do you guys own the company 100,,
4321,Equity/Ownership,what'sthe 45%,,
4324,Equity/Ownership,what's the deal going to look like do you think,,
4325,Equity/Ownership,so can i confirm so it's a hundred thousand if the two of you for ten percent each is that correct,,
4326,Equity/Ownership,the equity would that be possible to go down to 30% or that we can send a benchmark that if i do hit the target that the equity would go down to 30% that we start off with goes down pat i'd i'd like to think that we'd work together on this and i'd like to think we were doing our bit and i'd like to think that the more effort i put in i didn't earn less money?,,
4329,Equity/Ownership,you 100 owner?,,
4330,Equity/Ownership,how much do you own,,
4331,Equity/Ownership,so would any of you be willing to do anything for 20?,,
4332,Equity/Ownership,when you do 25please just go into the 20s please janine?,,
4334,Equity/Ownership,are you a sole partner of the company have you given out already?,,
4335,Equity/Ownership,what's the makeup of the shareholding of the company at the moment,,
4336,Equity/Ownership,what is their total shareholding amount here as a percentage at the moment,,
4337,Equity/Ownership,what percentage do you guys own individually or collectively,,
4338,Equity/Ownership,so would you be able to come down?,,
4339,Equity/Ownership,200k for 25 percent is that an offer?,,
4340,Equity/Ownership,200k for 33 percent?,,
4341,Equity/Ownership,would you consider coming down in yours at all?,,
4342,Equity/Ownership,so would you consider 30 percent,,
4343,Equity/Ownership,so just to confirm that is 250 000 for 20 of your business okay now carry on with your demonstration let's have a look at the product,,
4344,Equity/Ownership,let's say i said okay i'll invest 150 k how much your business you offer me forward,,
4346,Equity/Ownership,if this is about a potentialconversation that we could have aboutinvesting in the topco which owns all ofthe i'm assuming patents and you need toanswer that question that's at least alittle bit more exciting would you bewilling to discuss that,,
4347,Equity/Ownership,how negotiable is the percentage of equity that you're offering what would you accept what do you want to offer,,
4348,Equity/Ownership,what s number do you do you guys have in mind,,
4350,Equity/Ownership,is there is there any movement sortof 15%potentially,,
4352,Equity/Ownership,would you be willing to consider 200kfor12% 15,,
4353,Equity/Ownership,so are the investors providing debt or they are they getting equity in return what is so instrument with the 20 of the business for 80 000?,,
4354,Equity/Ownership,are you business partners equalshareholders in the business,,
4355,Equity/Ownership,just to confirm you're looking forhundred thousand dollars for fivepercent,,
4356,Equity/Ownership,150k for 10 is notenough why did you guys think 10 wasenough?,,
4357,Equity/Ownership,can fit a 35 percent your counter offer is 35 for 40 000 yeahfor the two of us yeah is that are you you're going to accept that offer?,,
4360,Equity/Ownership,how do you react to a hundred and twenty thousand for forty percent forty five percent?,,
4365,Equity/Ownership,i think you're amazing but no i'mholding my ground 27 and a half ohyou're not gonna cook this over two anda half percent yes,,
4367,Equity/Ownership,yes and so what what do youown mate,,
4369,Equity/Ownership,would you be willing to take 25 for the same deal and we have a deal i'll give you or i'll take 30 if you could bring those two big fish in with us and if not all bets are off,,
4370,Equity/Ownership,you'll do what 30 percent barbara you're 30 you bring the big fish in and still the structure of my deal's the same 100 000 with 250 credit lines,,
4371,Equity/Ownership,who owns your company now what's your cap table look?,,
4373,Equity/Ownership,right so you're offering 20of the whole company correctso therefore all three of you will be diluted back correct,,
4376,Equity/Ownership,who owns the company mod,,
4378,Equity/Ownership,can you come down quite abit,,
4379,Equity/Ownership,are the shareholders yourself in your lawnmower?,,
4381,Equity/Ownership,would you be at all flexible to comedown on the percentage to say you know20 percent for 400 000i mean that's giving me a two milliondollar evaluation,,
4382,Equity/Ownership,that's too much you think so probably about 50 percent,,
4383,Equity/Ownership,have you made an offer on every guitarbusiness it's every time there's aguitar i always make an offer myhusband's got five guitars we're tryingto capitalize on an opportunity rightnow so we have to ask ourselvesis that opportunity worth 25 of thecompany,,
4384,Equity/Ownership,is he still own part of it?,,
4385,Equity/Ownership,what would you offerme,,
4386,Equity/Ownership,i haveasked for 30%do you want to have a discussion aboutit might be a good ideayeahokay thing is it's not gone very wellwe've beenslaughtered what do you think we shoulddo,,
4387,Equity/Ownership,would you be preparedto move to25%,,
4388,Equity/Ownership,if i was to offer you the 50 000 pound for 95 of your company what would you say,,
4389,Equity/Ownership,the question is 8%isn't enough,,
4390,Equity/Ownership,"what do you think about $250,000 at 20%",,
4393,Equity/Ownership,it's the companyshareholding split evenly betweenyourselves at the minute so anybody knowstars yesafter percentage we're waiting for athird party,,
4394,Equity/Ownership,do you have a percentage in mind?,,
4395,Equity/Ownership,"so you're looking for $150,000 for 10%",,
4396,Equity/Ownership,what are you going touh how does 15 sound to you guys sounds less is there any sort of room formovement i mean initially i was askingfor 10 so 30 does seem like a pretty bigfight,,
4397,Equity/Ownership,um andrew what about does 20 soundreasonable to you would you do 20 for300 000,,
4398,Equity/Ownership,what do you own mate?,,
4400,Equity/Ownership,what percentage was that i'm really welly you've just said the top percent or five percent of really i'm really not gonna be terribly interested about either so i'm i won't be investing am i it's a shame a shame would interest you?,,
4401,Equity/Ownership,is there any way we i mean it's very difficult for us to accept an offer of 12 and a half percent when we have offers on the table at ten so our first question to you would be would you be prepared to match the 10% that these two have on the table?,,
4402,Equity/Ownership,we feel that 10% is as far as we can move from or 3% if we can go to 10% and we have a deal?,,
4403,Equity/Ownership,you're 100 of shares between you,,
4404,Equity/Ownership,i'd like to know a little bit about the price i tell you he's 56 years of age gentleman he leaves it to me the young buck who was jumping up and down on the roof i'm just trying to understand you both put in the same amount more at twenty five thousand each you do all the work and yet he has 50%?,,
4405,Equity/Ownership,is there any negotiation on that,,
4406,Equity/Ownership,how negotiable is a percentage of equity they are offering well it depends on how much you're willing to put any of that and i suppose that's where let's suppose there's been a hundred thousand what's what work was it would you offer if it was just the money yeah,,
4407,Equity/Ownership,how much equity have you got in this right now,,
